cid	name	formula	weight	xlogp	rotb	hb_donor	hb_aceptor	heavy_atom	synonym	iso_smile	inchi
27924	None	C36H56O8	616.836	6.5	17	3	8	44	Phorbol 12-myristate 13-acetate	CCCCCCCCCCCCCC(=O)O[C@@H]1[C@H]([C@]2([C@@H](C=C(C[C@]3([C@H]2C=C(C3=O)C)O)CO)[C@H]4[C@@]1(C4(C)C)OC(=O)C)O)C	InChI=1S/C36H56O8/c1-7-8-9-10-11-12-13-14-15-16-17-18-29(39)43-32-24(3)35(42)27(30-33(5,6)36(30,32)44-25(4)38)20-26(22-37)21-34(41)28(35)19-23(2)31(34)40/h19-20,24,27-28,30,32,37,41-42H,7-18,21-22H2,1-6H3/t24-,27+,28-,30-,32-,34-,35-,36-/m1/s1
21414	2-octyldodecan-1-ol	C20H42O	298.555	9.2	17	1	1	21	2-Octyldodecan-1-ol	CCCCCCCCCCC(CCCCCCCC)CO	InChI=1S/C20H42O/c1-3-5-7-9-11-12-14-16-18-20(19-21)17-15-13-10-8-6-4-2/h20-21H,3-19H2,1-2H3
25567	N-(2-bromopropyl)-N-ethyl-9H-fluoren-9-amine	C18H20BrN	330.269	4.7	4	0	1	20	N-(2-bromopropyl)-N-ethyl-9H-fluoren-9-amine	CCN(CC(C)Br)C1C2=CC=CC=C2C3=CC=CC=C13	InChI=1S/C18H20BrN/c1-3-20(12-13(2)19)18-16-10-6-4-8-14(16)15-9-5-7-11-17(15)18/h4-11,13,18H,3,12H2,1-2H3
47558	[1-(1-ethynylcyclohexyl)azetidin-3-yl] N-naphthalen-1-ylcarbamate	C22H24N2O2	348.446	4.3	5	1	3	26	AC1L2IB3	C#CC1(CCCCC1)N2CC(C2)OC(=O)NC3=CC=CC4=CC=CC=C43	InChI=1S/C22H24N2O2/c1-2-22(13-6-3-7-14-22)24-15-18(16-24)26-21(25)23-20-12-8-10-17-9-4-5-11-19(17)20/h1,4-5,8-12,18H,3,6-7,13-16H2,(H,23,25)
21936	[2-(2-chlorophenyl)-2H-1,3,4-oxadiazol-5-ylidene]azanium;chloride	C8H7Cl2N3O	232.064	None	1	1	3	14	delta(sup 2)-1,3,4-Oxadiazoline, 2-(o-chlorophenyl)-5-imino-, hydrochloride, hydrate	C1=CC=C(C(=C1)C2N=NC(=[NH2+])O2)Cl.[Cl-]	InChI=1S/C8H6ClN3O.ClH/c9-6-4-2-1-3-5(6)7-11-12-8(10)13-7;/h1-4,7,10H;1H
21195	2-[(1-chloro-5,6-dihydrobenzo[b][1]benzothiepin-5-yl)oxy]ethyl-dimethylazanium;4-hydroxy-4-oxobut-2-enoate	C22H24ClNO5S	449.946	None	5	2	6	30		C[NH+](C)CCOC1CC2=CC=CC=C2SC3=C1C=CC=C3Cl.C(=CC(=O)[O-])C(=O)O	InChI=1S/C18H20ClNOS.C4H4O4/c1-20(2)10-11-21-16-12-13-6-3-4-9-17(13)22-18-14(16)7-5-8-15(18)19;5-3(6)1-2-4(7)8/h3-9,16H,10-12H2,1-2H3;1-2H,(H,5,6)(H,7,8)
34948	6-(dichloromethyl)-2-N,4-N-diethyl-1,3,5-triazine-2,4-diamine	C8H13Cl2N5	250.127	2.5	5	2	5	15	30355-66-9	CCNC1=NC(=NC(=N1)C(Cl)Cl)NCC	InChI=1S/C8H13Cl2N5/c1-3-11-7-13-6(5(9)10)14-8(15-7)12-4-2/h5H,3-4H2,1-2H3,(H2,11,12,13,14,15)
40742	2-(3,4-dihydro-1H-isoquinolin-2-yl)ethanamine	C11H16N2	176.263	0.9	2	1	2	13	2-(3,4-dihydroisoquinolin-2(1H)-yl)ethanamine	C1CN(CC2=CC=CC=C21)CCN	InChI=1S/C11H16N2/c12-6-8-13-7-5-10-3-1-2-4-11(10)9-13/h1-4H,5-9,12H2
23792	(5-bromo-1-benzothiophen-3-yl)methyl-(2-chloroethyl)-ethylazanium;chloride	C13H16BrCl2NS	369.142	None	5	1	2	18	Benzo(b)thiophene-3-methylamine, 5-bromo-N-(2-chloroethyl)-N-ethyl-, hydrochloride	CC[NH+](CCCl)CC1=CSC2=C1C=C(C=C2)Br.[Cl-]	InChI=1S/C13H15BrClNS.ClH/c1-2-16(6-5-15)8-10-9-17-13-4-3-11(14)7-12(10)13;/h3-4,7,9H,2,5-6,8H2,1H3;1H
21358	diethoxy-(2-ethylsulfinylethoxy)-sulfanylidene-$l^{5}-phosphane	C8H19O4PS2	274.33	1.4	9	0	6	15	Systox sulfoxide	CCOP(=S)(OCC)OCCS(=O)CC	InChI=1S/C8H19O4PS2/c1-4-10-13(14,11-5-2)12-7-8-15(9)6-3/h4-8H2,1-3H3
26132	1-(2,3,4-trichlorophenyl)ethanone	C8H5Cl3O	223.477	3.5	1	0	1	12	2',3',4'-TRICHLOROACETOPHENONE	CC(=O)C1=C(C(=C(C=C1)Cl)Cl)Cl	InChI=1S/C8H5Cl3O/c1-4(12)5-2-3-6(9)8(11)7(5)10/h2-3H,1H3
22817	9H-fluoren-1-amine	C13H11N	181.238	3.2	0	1	1	14	1-Aminofluorene	C1C2=CC=CC=C2C3=C1C(=CC=C3)N	InChI=1S/C13H11N/c14-13-7-3-6-11-10-5-2-1-4-9(10)8-12(11)13/h1-7H,8,14H2
44337	4-hydroxy-5-methoxyphthalic acid	C9H8O6	212.157	0.6	3	3	6	15	6-CARBOXYVANILLIC ACID	COC1=C(C=C(C(=C1)C(=O)O)C(=O)O)O	InChI=1S/C9H8O6/c1-15-7-3-5(9(13)14)4(8(11)12)2-6(7)10/h2-3,10H,1H3,(H,11,12)(H,13,14)
21105	1-(cyclohexylmethyl)azepane	C13H25N	195.35	3.8	2	0	1	14	1-(cyclohexylmethyl)azepane	C1CCCN(CC1)CC2CCCCC2	InChI=1S/C13H25N/c1-2-7-11-14(10-6-1)12-13-8-4-3-5-9-13/h13H,1-12H2
20895	(N'-carbamimidoylcarbamimidoyl)-pentylazanium;chloride	C7H18ClN5	207.706	None	6	4	2	13		CCCCC[NH2+]C(=NC(=N)N)N.[Cl-]	InChI=1S/C7H17N5.ClH/c1-2-3-4-5-11-7(10)12-6(8)9;/h2-5H2,1H3,(H6,8,9,10,11,12);1H
20022	3-[7-chloro-5-(2-fluorophenyl)-2-oxo-4,5-dihydro-3H-1,4-benzodiazepin-4-ium-1-yl]propyl-diethylazanium;dichloride	C22H29Cl3FN3O	476.842	None	7	2	4	30	AC1L2FDE	CC[NH+](CC)CCCN1C(=O)C[NH2+]C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F.[Cl-].[Cl-]	InChI=1S/C22H27ClFN3O.2ClH/c1-3-26(4-2)12-7-13-27-20-11-10-16(23)14-18(20)22(25-15-21(27)28)17-8-5-6-9-19(17)24;;/h5-6,8-11,14,22,25H,3-4,7,12-13,15H2,1-2H3;2*1H
24104	sodium;[hydroxy(phenyl)methyl]phosphinate	C7H8NaO3P	194.102	None	2	1	3	12	(alpha-Hydroxybenzyl)phosphinic acid sodium salt	C1=CC=C(C=C1)C(O)P(=O)[O-].[Na+]	InChI=1S/C7H9O3P.Na/c8-7(11(9)10)6-4-2-1-3-5-6;/h1-5,7-8,11H,(H,9,10);/q;+1/p-1
47375	4-ethyloct-5-yn-4-ylazanium;chloride	C10H20ClN	189.727	None	4	1	1	12	LCG 21641	CCCC(CC)(C#CCC)[NH3+].[Cl-]	InChI=1S/C10H19N.ClH/c1-4-7-9-10(11,6-3)8-5-2;/h4-6,8,11H2,1-3H3;1H
34712	5,5-di(propan-2-yl)oxolan-3-ol	C10H20O2	172.268	2.1	2	1	2	12	5,5-Diisopropyltetrahydro-3-furanol	CC(C)C1(CC(CO1)O)C(C)C	InChI=1S/C10H20O2/c1-7(2)10(8(3)4)5-9(11)6-12-10/h7-9,11H,5-6H2,1-4H3
26926	[[cyano(phenyl)methylidene]amino] diethyl phosphate	C12H15N2O4P	282.236	2.7	7	0	6	19	O,O-Diethyl O-.alpha.-cyanobenzaldoxime phosphate	CCOP(=O)(OCC)ON=C(C#N)C1=CC=CC=C1	InChI=1S/C12H15N2O4P/c1-3-16-19(15,17-4-2)18-14-12(10-13)11-8-6-5-7-9-11/h5-9H,3-4H2,1-2H3
20350	4-methylcyclohex-3-ene-1-carboxylic acid	C8H12O2	140.182	1.2	1	1	2	10	4-methylcyclohex-3-ene-1-carboxylic acid	CC1=CCC(CC1)C(=O)O	InChI=1S/C8H12O2/c1-6-2-4-7(5-3-6)8(9)10/h2,7H,3-5H2,1H3,(H,9,10)
47279	4-(4-chlorophenyl)-N-(2-methoxyphenyl)-4-oxobutanamide	C17H16ClNO3	317.769	2.9	6	1	3	22	4-(p-Chlorophenyl)-N-(2-methoxyphenyl)-4-oxobutyramide	COC1=CC=CC=C1NC(=O)CCC(=O)C2=CC=C(C=C2)Cl	InChI=1S/C17H16ClNO3/c1-22-16-5-3-2-4-14(16)19-17(21)11-10-15(20)12-6-8-13(18)9-7-12/h2-9H,10-11H2,1H3,(H,19,21)
34723	2,2,5,5-tetramethyloxolane-3,4-diol	C8H16O3	160.213	-0.1	0	2	3	11	2,2,5,5-Tetramethyltetrahydro-3,4-furandiol	CC1(C(C(C(O1)(C)C)O)O)C	InChI=1S/C8H16O3/c1-7(2)5(9)6(10)8(3,4)11-7/h5-6,9-10H,1-4H3
24845	1,1,2,2-tetrafluorohydrazine	F4N2	104.008	0.8	0	0	6	6	Tetrafluorohydrazine	N(N(F)F)(F)F	InChI=1S/F4N2/c1-5(2)6(3)4
41691	2-[2-(2-oxaldehydoylphenyl)phenyl]-2-oxoacetaldehyde	C16H10O4	266.252	1.7	5	0	4	20	2,2'-BIPHENYLDIGLYOXYLALDEHYDE	C1=CC=C(C(=C1)C2=CC=CC=C2C(=O)C=O)C(=O)C=O	InChI=1S/C16H10O4/c17-9-15(19)13-7-3-1-5-11(13)12-6-2-4-8-14(12)16(20)10-18/h1-10H
24289	azanium;2,2,2-trichloroacetate	C2H4Cl3NO2	180.409	None	0	1	2	8	AMMONIUM TRICHLOROACETATE	C(=O)(C(Cl)(Cl)Cl)[O-].[NH4+]	InChI=1S/C2HCl3O2.H3N/c3-2(4,5)1(6)7;/h(H,6,7);1H3
20375	4-(chloromethyl)-2-(trichloromethyl)-1,3-dioxolane	C5H6Cl4O2	239.901	2.4	1	0	2	11	SC 1400	C1C(OC(O1)C(Cl)(Cl)Cl)CCl	InChI=1S/C5H6Cl4O2/c6-1-3-2-10-4(11-3)5(7,8)9/h3-4H,1-2H2
47306	ethyl 2-[(5-phenyl-1,3,4-thiadiazol-2-yl)sulfanyl]acetate	C12H12N2O2S2	280.36	3.2	6	0	6	18	L 1544	CCOC(=O)CSC1=NN=C(S1)C2=CC=CC=C2	InChI=1S/C12H12N2O2S2/c1-2-16-10(15)8-17-12-14-13-11(18-12)9-6-4-3-5-7-9/h3-7H,2,8H2,1H3
23877	3-(2-chloro-4-fluorophenyl)-1-(4-fluorophenyl)prop-2-en-1-one	C15H9ClF2O	278.683	4.5	3	0	3	19		C1=CC(=CC=C1C(=O)C=CC2=C(C=C(C=C2)F)Cl)F	InChI=1S/C15H9ClF2O/c16-14-9-13(18)7-1-10(14)4-8-15(19)11-2-5-12(17)6-3-11/h1-9H
47254	2-hydroxyethyl-[2-[4-[2-[2-hydroxyethyl(dimethyl)azaniumyl]acetyl]phenyl]-2-oxoethyl]-dimethylazanium	C18H30N2O4+2	338.448	0.1	10	2	4	24	AC1L2HPR	C[N+](C)(CCO)CC(=O)C1=CC=C(C=C1)C(=O)C[N+](C)(C)CCO	InChI=1S/C18H30N2O4/c1-19(2,9-11-21)13-17(23)15-5-7-16(8-6-15)18(24)14-20(3,4)10-12-22/h5-8,21-22H,9-14H2,1-4H3/q+2
47330	cyanomethyl (2R)-3-phenyl-2-(phenylmethoxycarbonylamino)propanoate	C19H18N2O4	338.363	3.1	9	1	5	25	D-N-Benzyloxycarbonyl-3-phenylalanine cyanomethyl ester	C1=CC=C(C=C1)C[C@H](C(=O)OCC#N)NC(=O)OCC2=CC=CC=C2	InChI=1S/C19H18N2O4/c20-11-12-24-18(22)17(13-15-7-3-1-4-8-15)21-19(23)25-14-16-9-5-2-6-10-16/h1-10,17H,12-14H2,(H,21,23)/t17-/m1/s1
32361	1-(2-methoxyphenyl)-N-[1-(2-methoxyphenyl)propan-2-yl]propan-2-amine	C20H27NO2	313.441	4.5	8	1	3	23	Bimethoxycaine	CC(CC1=CC=CC=C1OC)NC(C)CC2=CC=CC=C2OC	InChI=1S/C20H27NO2/c1-15(13-17-9-5-7-11-19(17)22-3)21-16(2)14-18-10-6-8-12-20(18)23-4/h5-12,15-16,21H,13-14H2,1-4H3
20242	[(17S)-1,3-diacetyloxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl] acetate	C24H30O6	414.498	4.3	6	0	6	30	AC1L2FUM	CC(=O)O[C@H]1CCC2C1(CCC3C2CCC4=CC(=CC(=C34)OC(=O)C)OC(=O)C)C	InChI=1S/C24H30O6/c1-13(25)28-17-11-16-5-6-18-19(23(16)21(12-17)29-14(2)26)9-10-24(4)20(18)7-8-22(24)30-15(3)27/h11-12,18-20,22H,5-10H2,1-4H3/t18?,19?,20?,22-,24?/m0/s1
27050	S-(4-nitrophenyl) ethanethioate	C8H7NO3S	197.208	2	2	0	4	13	p-Nitrophenylthiol acetate	CC(=O)SC1=CC=C(C=C1)[N+](=O)[O-]	InChI=1S/C8H7NO3S/c1-6(10)13-8-4-2-7(3-5-8)9(11)12/h2-5H,1H3
42390	sodium;2-(3-benzoylphenyl)propanoate	C16H13NaO3	276.267	None	3	0	3	20		CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)[O-].[Na+]	InChI=1S/C16H14O3.Na/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12;/h2-11H,1H3,(H,18,19);/q;+1/p-1
43709	3-[4-[2-[(5-chloro-2-methoxybenzoyl)amino]ethyl]phenyl]propanoic acid	C19H20ClNO4	361.822	3.6	8	2	4	25	61629-60-5	COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)CCC(=O)O	InChI=1S/C19H20ClNO4/c1-25-17-8-7-15(20)12-16(17)19(24)21-11-10-14-4-2-13(3-5-14)6-9-18(22)23/h2-5,7-8,12H,6,9-11H2,1H3,(H,21,24)(H,22,23)
24063	3-methoxy-5,6-diphenyl-1,2,4-triazine	C16H13N3O	263.3	2.8	3	0	4	20	5,6-Diphenyl-3-methoxy-as-triazine	COC1=NC(=C(N=N1)C2=CC=CC=C2)C3=CC=CC=C3	InChI=1S/C16H13N3O/c1-20-16-17-14(12-8-4-2-5-9-12)15(18-19-16)13-10-6-3-7-11-13/h2-11H,1H3
20845	3-methyl-1,4-dioxaspiro[4.5]decane	C9H16O2	156.225	1.9	0	0	2	11	2-Methyl-1,4-dioxaspiro[4.5]decane	CC1COC2(O1)CCCCC2	InChI=1S/C9H16O2/c1-8-7-10-9(11-8)5-3-2-4-6-9/h8H,2-7H2,1H3
23907	1,8-bis(aziridin-1-yl)octane-1,8-dione	C12H20N2O2	224.304	0.4	7	0	2	16	BRN 1315695	C1CN1C(=O)CCCCCCC(=O)N2CC2	InChI=1S/C12H20N2O2/c15-11(13-7-8-13)5-3-1-2-4-6-12(16)14-9-10-14/h1-10H2
20663	2-[3-chloro-N-(2-hydroxyethyl)-4-[(4-nitrophenyl)diazenyl]anilino]ethanol	C16H17ClN4O4	364.786	2.9	7	2	7	25	4540-00-5	C1=CC(=CC=C1N=NC2=C(C=C(C=C2)N(CCO)CCO)Cl)[N+](=O)[O-]	InChI=1S/C16H17ClN4O4/c17-15-11-14(20(7-9-22)8-10-23)5-6-16(15)19-18-12-1-3-13(4-2-12)21(24)25/h1-6,11,22-23H,7-10H2
23819	2-[6-(diaminomethylideneamino)hexyl]guanidine	C8H20N6	200.29	-1.4	7	4	2	14	CHEMBL75214	C(CCCN=C(N)N)CCN=C(N)N	InChI=1S/C8H20N6/c9-7(10)13-5-3-1-2-4-6-14-8(11)12/h1-6H2,(H4,9,10,13)(H4,11,12,14)
21969	calcium;2,3-dihydroxy-3-[2-hydroxy-5-(hydroxymethyl)-1,3,2-dioxaborolan-4-yl]propanoate	C12H20B2CaO16	481.974	None	6	8	16	31	Borogluconate	B1(OC(C(O1)C(C(C(=O)[O-])O)O)CO)O.B1(OC(C(O1)C(C(C(=O)[O-])O)O)CO)O.[Ca+2]	InChI=1S/2C6H11BO8.Ca/c2*8-1-2-5(15-7(13)14-2)3(9)4(10)6(11)12;/h2*2-5,8-10,13H,1H2,(H,11,12);/q;;+2/p-2
20972	N,N'-dibutylhexane-1,6-diamine	C14H32N2	228.424	3.3	13	2	2	16	Dibutylhexamethylenediamine	CCCCNCCCCCCNCCCC	InChI=1S/C14H32N2/c1-3-5-11-15-13-9-7-8-10-14-16-12-6-4-2/h15-16H,3-14H2,1-2H3
20336	N'-[(2-methoxyphenyl)methylideneamino]carbamimidothioic acid	C9H11N3OS	209.267	2	3	2	4	14		COC1=CC=CC=C1C=NN=C(N)S	InChI=1S/C9H11N3OS/c1-13-8-5-3-2-4-7(8)6-11-12-9(10)14/h2-6H,1H3,(H3,10,12,14)
21554	2-(2-nitroanilino)acetic acid	C8H8N2O4	196.162	1.8	3	2	5	14	N-(o-Nitrophenyl)glycine	C1=CC=C(C(=C1)NCC(=O)O)[N+](=O)[O-]	InChI=1S/C8H8N2O4/c11-8(12)5-9-6-3-1-2-4-7(6)10(13)14/h1-4,9H,5H2,(H,11,12)
21277	1-chloro-4-(trichloromethyl)benzene	C7H4Cl4	229.909	4.6	0	0	0	11	4-CHLOROBENZOTRICHLORIDE	C1=CC(=CC=C1C(Cl)(Cl)Cl)Cl	InChI=1S/C7H4Cl4/c8-6-3-1-5(2-4-6)7(9,10)11/h1-4H
26967	2,4,6-tribromo-1,3,5-triazine	C3Br3N3	317.766	3	0	0	3	9	2,4,6-tribromo-1,3,5-triazine	C1(=NC(=NC(=N1)Br)Br)Br	InChI=1S/C3Br3N3/c4-1-7-2(5)9-3(6)8-1
21185	(16S,17R)-3-methoxy-13,16-dimethyl-7,8,9,11,12,14,15,17-octahydro-6H-cyclopenta[a]phenanthrene-16,17-diol	C20H28O3	316.441	2.2	1	2	3	23	Manvene	C[C@@]1(CC2C3CCC4=C(C3CCC2([C@H]1O)C)C=CC(=C4)OC)O	InChI=1S/C20H28O3/c1-19-9-8-15-14-7-5-13(23-3)10-12(14)4-6-16(15)17(19)11-20(2,22)18(19)21/h5,7,10,15-18,21-22H,4,6,8-9,11H2,1-3H3/t15?,16?,17?,18-,19?,20+/m1/s1
47277	(4-acetamido-4,4-diphenylbutan-2-yl)-trimethylazanium	C21H29N2O+	325.476	3.4	6	1	1	24	AC1L2HRI	CC(CC(C1=CC=CC=C1)(C2=CC=CC=C2)NC(=O)C)[N+](C)(C)C	InChI=1S/C21H28N2O/c1-17(23(3,4)5)16-21(22-18(2)24,19-12-8-6-9-13-19)20-14-10-7-11-15-20/h6-15,17H,16H2,1-5H3/p+1
47331	1,2-dichloroethyl (2S)-3-phenyl-2-(phenylmethoxycarbonylamino)propanoate	C19H19Cl2NO4	396.264	4.7	10	1	4	26	BRN 2781432	C1=CC=C(C=C1)C[C@@H](C(=O)OC(CCl)Cl)NC(=O)OCC2=CC=CC=C2	InChI=1S/C19H19Cl2NO4/c20-12-17(21)26-18(23)16(11-14-7-3-1-4-8-14)22-19(24)25-13-15-9-5-2-6-10-15/h1-10,16-17H,11-13H2,(H,22,24)/t16-,17?/m0/s1
21641	phenacylazanium;chloride	C8H10ClNO	171.624	None	2	1	2	11	2-aminoacetophenonehydrochloride	C1=CC=C(C=C1)C(=O)C[NH3+].[Cl-]	InChI=1S/C8H9NO.ClH/c9-6-8(10)7-4-2-1-3-5-7;/h1-5H,6,9H2;1H
21869	[2-methyl-2-(2-methylpropyl)-1,3-dioxolan-4-yl]methanol	C9H18O3	174.24	1.1	3	1	3	12	2-Isobutyl-2-methyl-1,3-dioxolane-4-methanol	CC(C)CC1(OCC(O1)CO)C	InChI=1S/C9H18O3/c1-7(2)4-9(3)11-6-8(5-10)12-9/h7-8,10H,4-6H2,1-3H3
20759	(1S,2S)-2,3-dihydro-1H-indene-1,2-diol	C9H10O2	150.177	0.5	0	2	2	11	1H-Indene-1,2-diol, 2,3-dihydro-, trans-	C1[C@@H]([C@H](C2=CC=CC=C21)O)O	InChI=1S/C9H10O2/c10-8-5-6-3-1-2-4-7(6)9(8)11/h1-4,8-11H,5H2/t8-,9-/m0/s1
21196	2-[(1-chloro-5,6-dihydrobenzo[b][1]benzothiepin-5-yl)oxy]-N,N-dimethylethanamine	C18H20ClNOS	333.874	4.4	4	0	3	22	AC1L2HTN	CN(C)CCOC1CC2=CC=CC=C2SC3=C1C=CC=C3Cl	InChI=1S/C18H20ClNOS/c1-20(2)10-11-21-16-12-13-6-3-4-9-17(13)22-18-14(16)7-5-8-15(18)19/h3-9,16H,10-12H2,1-2H3
21268	1-(1,3-benzodioxol-5-yl)prop-2-en-1-ol	C10H10O3	178.187	1.9	2	1	3	13	1'-HYDROXYSAFROLE	C=CC(C1=CC2=C(C=C1)OCO2)O	InChI=1S/C10H10O3/c1-2-8(11)7-3-4-9-10(5-7)13-6-12-9/h2-5,8,11H,1,6H2
47282	1-(2-bromoethyl)-2-pyridin-2-ylpyridin-1-ium;bromide	C12H12Br2N2	344.05	None	3	0	2	16	N-2-Bromoethyldipyridinium bromide	C1=CC=NC(=C1)C2=CC=CC=[N+]2CCBr.[Br-]	InChI=1S/C12H12BrN2.BrH/c13-7-10-15-9-4-2-6-12(15)11-5-1-3-8-14-11;/h1-6,8-9H,7,10H2;1H/q+1;/p-1
20112	4-hydroxypentan-2-one	C5H10O2	102.133	-0.4	2	1	2	7	4-Hydroxypentan-2-one	CC(CC(=O)C)O	InChI=1S/C5H10O2/c1-4(6)3-5(2)7/h4,6H,3H2,1-2H3
32641	N-(2-methoxyethyl)-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine	C8H8Cl6N4O	388.879	3.5	4	1	5	19	N-(2-methoxyethyl)-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine	COCCNC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl	InChI=1S/C8H8Cl6N4O/c1-19-3-2-15-6-17-4(7(9,10)11)16-5(18-6)8(12,13)14/h2-3H2,1H3,(H,15,16,17,18)
34816	decyl-[6-[decyl(dimethyl)azaniumyl]hexyl]-dimethylazanium;diiodide	C30H66I2N2	708.681	None	25	0	2	34	Hexamethylenebis(dimethyldecylammonium), diiodide	CCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCC.[I-].[I-]	InChI=1S/C30H66N2.2HI/c1-7-9-11-13-15-17-19-23-27-31(3,4)29-25-21-22-26-30-32(5,6)28-24-20-18-16-14-12-10-8-2;;/h7-30H2,1-6H3;2*1H/q+2;;/p-2
23914	3-(2-ethylphenyl)-2-methylquinazolin-4-one	C17H16N2O	264.328	2.9	2	0	2	20	Etaqualone	CCC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C	InChI=1S/C17H16N2O/c1-3-13-8-4-7-11-16(13)19-12(2)18-15-10-6-5-9-14(15)17(19)20/h4-11H,3H2,1-2H3
47262	sodium;4-(hexadecylamino)benzoate	C23H38NNaO2	383.552	None	16	1	3	27		CCCCCCCCCCCCCCCCNC1=CC=C(C=C1)C(=O)[O-].[Na+]	InChI=1S/C23H39NO2.Na/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-20-24-22-18-16-21(17-19-22)23(25)26;/h16-19,24H,2-15,20H2,1H3,(H,25,26);/q;+1/p-1
47258	2-amino-1-phenylhexan-1-ol	C12H19NO	193.29	2.3	5	2	2	14	2-amino-1-phenylhexan-1-ol	CCCCC(C(C1=CC=CC=C1)O)N	InChI=1S/C12H19NO/c1-2-3-9-11(13)12(14)10-7-5-4-6-8-10/h4-8,11-12,14H,2-3,9,13H2,1H3
32667	N,N-diethyl-4-methyl-6-(trichloromethyl)-1,3,5-triazin-2-amine	C9H13Cl3N4	283.581	3.2	3	0	4	16	AC1L1O69	CCN(CC)C1=NC(=NC(=N1)C(Cl)(Cl)Cl)C	InChI=1S/C9H13Cl3N4/c1-4-16(5-2)8-14-6(3)13-7(15-8)9(10,11)12/h4-5H2,1-3H3
24002	6-amino-1,3-benzothiazole-2-thiol	C7H6N2S2	182.259	2.1	0	2	4	11		C1=CC2=C(C=C1N)SC(=N2)S	InChI=1S/C7H6N2S2/c8-4-1-2-5-6(3-4)11-7(10)9-5/h1-3H,8H2,(H,9,10)
27494	N-[(2-methylphenyl)methyl]-3-[2-(pyridine-4-carbonyl)hydrazinyl]propanamide	C17H20N4O2	312.373	1.2	7	3	4	23	P 1250	CC1=CC=CC=C1CNC(=O)CCNNC(=O)C2=CC=NC=C2	InChI=1S/C17H20N4O2/c1-13-4-2-3-5-15(13)12-19-16(22)8-11-20-21-17(23)14-6-9-18-10-7-14/h2-7,9-10,20H,8,11-12H2,1H3,(H,19,22)(H,21,23)
32514	4-[(4-butylphenyl)diazenyl]-N,N-dimethylaniline	C18H23N3	281.403	6.5	6	0	3	21	4'-n-Butyl-4-dimethylaminoazobenzene	CCCCC1=CC=C(C=C1)N=NC2=CC=C(C=C2)N(C)C	InChI=1S/C18H23N3/c1-4-5-6-15-7-9-16(10-8-15)19-20-17-11-13-18(14-12-17)21(2)3/h7-14H,4-6H2,1-3H3
24145	3-(4-aminophenyl)sulfonyl-1,3-diphenylpropan-1-one	C21H19NO3S	365.447	3.3	6	1	4	26	ALKOFANONE	C1=CC=C(C=C1)C(CC(=O)C2=CC=CC=C2)S(=O)(=O)C3=CC=C(C=C3)N	InChI=1S/C21H19NO3S/c22-18-11-13-19(14-12-18)26(24,25)21(17-9-5-2-6-10-17)15-20(23)16-7-3-1-4-8-16/h1-14,21H,15,22H2
23996	astatane	AtH	210.995	None	0	0	0	1	astatane	[AtH]	InChI=1S/AtH/h1H
23900	(2S,6aR,6aS,8aR,10S)-10-(3-carboxypropanoyloxy)-2,4a,6a,6b,9,9,12a-heptamethyl-13-oxo-3,4,5,6,6a,7,8,8a,10,11,12,14b-dodecahydro-1H-picene-2-carboxylic acid	C34H50O7	570.767	6.4	6	2	7	41	AC1L2N2K	C[C@@]1(CCC2(CC[C@@]3(C(=CC(=O)[C@H]4C3(CC[C@@H]5C4(CC[C@@H](C5(C)C)OC(=O)CCC(=O)O)C)C)C2C1)C)C)C(=O)O	InChI=1S/C34H50O7/c1-29(2)23-10-13-34(7)27(32(23,5)12-11-24(29)41-26(38)9-8-25(36)37)22(35)18-20-21-19-31(4,28(39)40)15-14-30(21,3)16-17-33(20,34)6/h18,21,23-24,27H,8-17,19H2,1-7H3,(H,36,37)(H,39,40)/t21?,23-,24-,27+,30?,31-,32?,33+,34?/m0/s1
47318	4-methyl-5-pyrazin-2-yldithiole-3-thione	C8H6N2S3	226.33	1.1	1	0	5	13	Oltipraz	CC1=C(SSC1=S)C2=NC=CN=C2	InChI=1S/C8H6N2S3/c1-5-7(12-13-8(5)11)6-4-9-2-3-10-6/h2-4H,1H3
32405	5-phenyl-1,2,3,4-tetrahydroisoquinolin-2-ium-2-carboximidamide;chloride	C16H18ClN3	287.791	None	2	3	2	20	5-Phenyl-3,4-dihydro-2(1H)-isoquinolinecarboxamidine hydrochloride	C1C[NH+](CC2=CC=CC(=C21)C3=CC=CC=C3)C(=N)N.[Cl-]	InChI=1S/C16H17N3.ClH/c17-16(18)19-10-9-15-13(11-19)7-4-8-14(15)12-5-2-1-3-6-12;/h1-8H,9-11H2,(H3,17,18);1H
